image_path,caption
data/raw/instagram_data/img/insta10595.jpg,It's hard to describe how cool this looked! These pics show a little glimpse
data/raw/instagram_data/img/insta9800.jpg,I'm on snapchat now! Add me- KimKardashian 🍑
data/raw/instagram_data/img/insta19204.jpg,Layering it up in the bralette from our Summer Collection!
data/raw/instagram_data/img/insta13335.jpg,Top ramen
data/raw/instagram_data/img/insta17422.jpg,proud expectant mother of a human child + proud mother of snakes 🐍 👣
data/raw/instagram_data/img/insta8828.jpg,"Happy 6th Birthday my baby girl Penelope! I love you so much you have no idea! But P, what’s the tea you’re spilling here?!?!?! ☕️👀"
data/raw/instagram_data/img/insta712.jpg,So many generations ☺️
data/raw/instagram_data/img/insta7713.jpg,Pretty Little Liars time.
data/raw/instagram_data/img/insta13420.jpg,"everyone wants to wait til people die To give them the credit they deserve. I’m calling it now when CB passes away after a long full life, you will miss what you had in front of you the whole time ... trust me watch you will see. the people who have over looked this mans talent ... you need to reevaluate! Love you"
data/raw/instagram_data/img/insta11661.jpg,SMILE
data/raw/instagram_data/img/insta18272.jpg,creepin
data/raw/instagram_data/img/insta3120.jpg,my one time only limited edition collection dropped today on KylieCosmetics.com some things are still available 😳😍🤗 link in bio
data/raw/instagram_data/img/insta16325.jpg,Me and got the highest score possible
data/raw/instagram_data/img/insta1674.jpg,coming for you 💪🏼
data/raw/instagram_data/img/insta17602.jpg,the other day at what a beautiful show!
data/raw/instagram_data/img/insta7130.jpg,Cheetah Baby!
data/raw/instagram_data/img/insta19852.jpg,and broddd
data/raw/instagram_data/img/insta12643.jpg,"He says ""sour Kiki"""
data/raw/instagram_data/img/insta6133.jpg,the spot
data/raw/instagram_data/img/insta1230.jpg,"Philly, you shined too bright. Literally. 😳 😍 😍😍💋"
data/raw/instagram_data/img/insta2493.jpg,"grow through, what you go through💫"
data/raw/instagram_data/img/insta599.jpg,"I mean, candids are always the best. My cousin is having her first. We always dreamed of having one together. UM, not today BUT beyond happy I'm a godmother now ☺️👶🙏🙌"
data/raw/instagram_data/img/insta17735.jpg,temper tantrums get the best of us
data/raw/instagram_data/img/insta12376.jpg,Melbourne is gorgeous!
data/raw/instagram_data/img/insta12996.jpg,It can't be. You always encouraged me mamba. Gave me me some of the best quotes that we smile about to this day.! Love you man!
data/raw/instagram_data/img/insta18408.jpg,everything goals
data/raw/instagram_data/img/insta10200.jpg,Officially a soccer mom! ⚽️⚽️⚽️
data/raw/instagram_data/img/insta17455.jpg,"Check out the other pics to see why I’m smiling 😁😁😁 DC you were SO incredible, thank you for having us these past 2 nights. 📷"
data/raw/instagram_data/img/insta12613.jpg,Lamborghini Merci... Excuse my French when I'm in France...I'm just sayin'
data/raw/instagram_data/img/insta7566.jpg,😍
data/raw/instagram_data/img/insta3545.jpg,very excited to be on the cover of and
data/raw/instagram_data/img/insta16722.jpg,January 16th will be the last day I instagram. I don't want them selling my photo's.
data/raw/instagram_data/img/insta18661.jpg,let's all meet at my place...
data/raw/instagram_data/img/insta4457.jpg,Friday's 😋
data/raw/instagram_data/img/insta10033.jpg,Like mother like daughter.....I found tons of these pics & did a post on my app
data/raw/instagram_data/img/insta13029.jpg,"Thank you Jesus for leading the way!! Thank you for showing me compassion, giving me the grace to grow and loving me through everything!! No matter what happens in life I know you are always good and your love for me never changes no matter what I do!! You loved me before I did anything to earn or deserve it and for that I say THANK YOU JESUS!"
data/raw/instagram_data/img/insta6943.jpg,ADAMMM😍🐶
data/raw/instagram_data/img/insta8902.jpg,Don’t feel the pressure to fit in
data/raw/instagram_data/img/insta13383.jpg,we’re with you bro go sign this petition!!
data/raw/instagram_data/img/insta1562.jpg,Long & deadly... And I ain't talking about the sniper 😏 AYOOOO Caption by:
data/raw/instagram_data/img/insta16638.jpg,Night
data/raw/instagram_data/img/insta17325.jpg,Can’t stop won’t stop twinning with Paddington. 🐻
data/raw/instagram_data/img/insta1758.jpg,A man and his car...
data/raw/instagram_data/img/insta1222.jpg,Perfect vision
data/raw/instagram_data/img/insta15544.jpg,My brothaaaa
data/raw/instagram_data/img/insta6260.jpg,outfit today
data/raw/instagram_data/img/insta18816.jpg,💛💚
data/raw/instagram_data/img/insta19854.jpg,"""... to be honest, I dropped some watermelon in the pantry but was too lazy to pick that shit up."" -"
data/raw/instagram_data/img/insta18886.jpg,So excited to announce that Kylie and I have been working on a new shoe and handbag collab with for Madden Girl! It will be available at soon!
data/raw/instagram_data/img/insta9625.jpg,MET night vibes all on my app! Exclusive pics while getting ready! link in my bio!
data/raw/instagram_data/img/insta18341.jpg,SQUAD
data/raw/instagram_data/img/insta12132.jpg,Repost!!! Tao Las Vegas 2010
data/raw/instagram_data/img/insta15857.jpg,With the and
data/raw/instagram_data/img/insta16904.jpg,Propper
data/raw/instagram_data/img/insta11321.jpg,"Before I go to bed I want to wish a very Happy Birthday!!!! You are the most loyal friend & I thank you for all the nights we laughed so hard it hurt, we cried & listened and laughed some more!!!! Thru it all you've been a true friend! I love you!"
data/raw/instagram_data/img/insta11056.jpg,Yesterday's shoot was sooooooo good! I can't wait for you guys to see this!!!!!
data/raw/instagram_data/img/insta13951.jpg,Miss you Dennis
data/raw/instagram_data/img/insta17647.jpg,my favorite little bag 🖤
data/raw/instagram_data/img/insta6766.jpg,Lana.
data/raw/instagram_data/img/insta18186.jpg,life size
data/raw/instagram_data/img/insta5712.jpg,ma ride or die
data/raw/instagram_data/img/insta18302.jpg,see-through city
data/raw/instagram_data/img/insta3043.jpg,🖤
data/raw/instagram_data/img/insta18449.jpg,"me, G, and norm in April 2015 Vogue!"
data/raw/instagram_data/img/insta10726.jpg,Not today
data/raw/instagram_data/img/insta9358.jpg,"Happy Birthday I will never forget this trip we took to Paris! You make life so much fun, you remember every detail & memory! I've never met anyone like you! Your battle with cancer is ""not ok"" (as you say) but I've never seen anyone fight the way you do and still have such a positive outlook on life! You are my inspiration & I look up to you more than you know. I love you"
data/raw/instagram_data/img/insta11706.jpg,Fashion Friday....White
data/raw/instagram_data/img/insta18668.jpg,"September 28th, 2015"
data/raw/instagram_data/img/insta3728.jpg,😊
data/raw/instagram_data/img/insta17765.jpg,happy birthday to my beautiful sister 🌹
data/raw/instagram_data/img/insta20063.jpg,giraffe nation this goes out to you!
data/raw/instagram_data/img/insta8131.jpg,Glitz & Glam Collection — Gold Sparkle is one of my all-time favorite glosses! Shop it now at KKWBEAUTY.COM
data/raw/instagram_data/img/insta1085.jpg,Sia!! Thank you soooo much for taking me to Britney!!!! Ahhhh
data/raw/instagram_data/img/insta1684.jpg,zombie logan 💀 (photo by
data/raw/instagram_data/img/insta10084.jpg,💡Strobing tutorial up on my app or KimKardashianWest.com 💡
data/raw/instagram_data/img/insta20413.jpg,"""smile!"""
data/raw/instagram_data/img/insta8331.jpg,👀 📸
data/raw/instagram_data/img/insta17437.jpg,"Thank you to the 116,000 people who came to see us play in Atlanta this weekend! 🤭❤️ love you guys ❤️💗 PS happy birthday to my incredible band leader/keys player!! So lucky to know you and work with you. 📷:"
data/raw/instagram_data/img/insta9948.jpg,My dates for LACMA tonight
data/raw/instagram_data/img/insta19179.jpg,😠😠😠
data/raw/instagram_data/img/insta10388.jpg,👅💋😜
data/raw/instagram_data/img/insta12388.jpg,Meet Mercy
data/raw/instagram_data/img/insta8353.jpg,Matte Cocoa Collection
data/raw/instagram_data/img/insta17463.jpg,"Still processing how special last night was, thank you London for two incredible nights at Wembley Stadium. I’ll NEVER forget the sound of the crowd when Robbie Williams showed up to sing Angels, that was UNREAL!! Thank you to Robbie, that was such a spectacular moment and it meant so much to so many people, including me. 😇😇😇 📷"
data/raw/instagram_data/img/insta12788.jpg,"Make you take a second look..,"
data/raw/instagram_data/img/insta1784.jpg,No filter
data/raw/instagram_data/img/insta9363.jpg,✌🏽🐻
data/raw/instagram_data/img/insta145.jpg,"AND to this gorgeous, kind hearted lady. You endured this character with such strength and softness. I am so proud you are being acknowledged for doing just that! GOLDEN GLOBE NOMINEE!!! Ladies are shining!"
data/raw/instagram_data/img/insta12007.jpg,Love her
data/raw/instagram_data/img/insta10943.jpg,Tony Duran shoot 2009
data/raw/instagram_data/img/insta17887.jpg,👽 Poster Book Issue One. shot by this legend 👉🏼
data/raw/instagram_data/img/insta3289.jpg,Go Bestfriend!! 🤣 tag your bestie
data/raw/instagram_data/img/insta18398.jpg,always
data/raw/instagram_data/img/insta11596.jpg,"Every single Alaia dress from the exhibit today, even if made decades ago is still wearable today!!!"
data/raw/instagram_data/img/insta9234.jpg,Yeezy Mud Rat 500’s
data/raw/instagram_data/img/insta9210.jpg,"So excited to share something I've been working on for over a year, Screenshot any look on Instagram, Snapchat, anywhere and find the exact designer looks you see people wearing online, plus it suggests similar items at all price points! It basically turns your screenshots into a shoppable boutique! Watch my videos for a demonstration."
data/raw/instagram_data/img/insta684.jpg,Monday walks ☺️💜
data/raw/instagram_data/img/insta17774.jpg,Just got my YEEZY BOOST 350 V2 TRIPLE WHITE. Now available on ADIDAS.COM/YEEZY and YEEZY SUPPLY
data/raw/instagram_data/img/insta9631.jpg,Yep we were really taking selfies the whole time and they are all up on my app! Link is in my bio. KimKardashianWest.com
data/raw/instagram_data/img/insta356.jpg,I am proud to be apart of what you do to inspire the world. WE are the next generation. By grace through faith. All I know is you can change the world 🎞
data/raw/instagram_data/img/insta15528.jpg,Watch Ellen this afternoon :)
data/raw/instagram_data/img/insta1798.jpg,I went surfing with a dog
data/raw/instagram_data/img/insta16440.jpg,Art
data/raw/instagram_data/img/insta5607.jpg,everything
data/raw/instagram_data/img/insta7037.jpg,Wait I found a mermaid!! And some girl with sequins?
data/raw/instagram_data/img/insta16780.jpg,This is how it really went down
data/raw/instagram_data/img/insta5794.jpg,MY FAVORITE PEOPLE 🌼🌺🌸
data/raw/instagram_data/img/insta13145.jpg,Issa vibe
data/raw/instagram_data/img/insta19813.jpg,back in the game
data/raw/instagram_data/img/insta12796.jpg,Look at this cute mini fragrance set from
data/raw/instagram_data/img/insta10463.jpg,"Last year getting ready for the Met Gala, I just started getting ready! Glam team on Fleek!"
data/raw/instagram_data/img/insta15000.jpg,Love you
data/raw/instagram_data/img/insta19686.jpg,the winner!
data/raw/instagram_data/img/insta3075.jpg,Birthday Collection 🎀 launching August 1st at 3pm pst only on KylieCosmetics.com .. stay tuned on xoxo
data/raw/instagram_data/img/insta5722.jpg,hi sister
data/raw/instagram_data/img/insta6722.jpg,D&G top with my red leather pants :)
data/raw/instagram_data/img/insta210.jpg,Bad Liar music video is out by the way 😏
data/raw/instagram_data/img/insta11678.jpg,Don't miss Keeping Up With The Kardashians: A Very Merry Christmas Special tonight 8:30/7:30c on E!
data/raw/instagram_data/img/insta17192.jpg,"I feel the need.. The need for speed ""high five"""
data/raw/instagram_data/img/insta10214.jpg,III
data/raw/instagram_data/img/insta15357.jpg,We made it
data/raw/instagram_data/img/insta10310.jpg,Glastonbury with these beauties
data/raw/instagram_data/img/insta4646.jpg,🙃
data/raw/instagram_data/img/insta9896.jpg,SAINT WEST
data/raw/instagram_data/img/insta9057.jpg,Highlight on fleek!
data/raw/instagram_data/img/insta7440.jpg,Vegas twime
data/raw/instagram_data/img/insta16265.jpg,PYD PYD PYD. This Sunday at Midnight. Me and
data/raw/instagram_data/img/insta2694.jpg,BITE ME 💋
data/raw/instagram_data/img/insta9670.jpg,Happy Fathers Day babe! Thank you for always putting our family first and being the best dad to our babies! I couldn't ask for a better husband and more perfect family. We love you so much!
data/raw/instagram_data/img/insta18225.jpg,UGG Love 😍
data/raw/instagram_data/img/insta910.jpg,🔹
data/raw/instagram_data/img/insta15540.jpg,Haha saw this driving by pretty sick
data/raw/instagram_data/img/insta15184.jpg,Lol
data/raw/instagram_data/img/insta15198.jpg,6 hours
data/raw/instagram_data/img/insta9742.jpg,Keeping Up With The Kardashians Season 12 premiere airs tonight!!!!!! Honestly this is one of the craziest seasons ever!!! Tune into E!
data/raw/instagram_data/img/insta20043.jpg,streeeetch
data/raw/instagram_data/img/insta15696.jpg,(via
data/raw/instagram_data/img/insta17965.jpg,VogueGirl
data/raw/instagram_data/img/insta9573.jpg,Tonight
data/raw/instagram_data/img/insta5438.jpg,promise to love you & obey & let you..
data/raw/instagram_data/img/insta11792.jpg,me & fun in the sun!
data/raw/instagram_data/img/insta3861.jpg,the trio 👨‍👩‍👧 we miss you
data/raw/instagram_data/img/insta11135.jpg,We really tried....
data/raw/instagram_data/img/insta8177.jpg,My Northie was so little 💕
data/raw/instagram_data/img/insta5679.jpg,r♡bbbbbbie
data/raw/instagram_data/img/insta12669.jpg,Khloe's pet peacock Peety just chilling on the patio!
data/raw/instagram_data/img/insta6909.jpg,RAWR
data/raw/instagram_data/img/insta10780.jpg,"When Kylie texts me saying she loves my look last night, I know I've made it! Lol this post is for her. For the glam breakdown go to"
data/raw/instagram_data/img/insta8162.jpg,These tones make me happy! Peachy creamy with a darker lip liner to add dimension. KKW X MARIO: The Artist & Muse kkwbeauty.com
data/raw/instagram_data/img/insta8642.jpg,The Glam Bible is the ultimate Smokey eye look! My fave look. Shop it now at KKWbeauty.com
data/raw/instagram_data/img/insta396.jpg,"So happy and are partnering with -I've been an ambassador since I was 17, met Nicolas last year. SO grateful for the worlds to collide for a great cause."
data/raw/instagram_data/img/insta11130.jpg,"Airport style- Haider Ackermann pants, Alaia Bodysuit, Hermes heels, vintage scarf. North's look- Kardashian Kids leather skirt, N Nico co t shirt, Babe& Tess Jacket, Timberland boots"
data/raw/instagram_data/img/insta10856.jpg,It's a family affair! So excited you can now play with all of us now! ;-)
data/raw/instagram_data/img/insta1954.jpg,Throwback Thursday to that one red carpet thing I did that one time
data/raw/instagram_data/img/insta17792.jpg,"my beautiful family, shot by me, in Join Our Family."
data/raw/instagram_data/img/insta19004.jpg,shoes...
data/raw/instagram_data/img/insta10944.jpg,Tony Duran shoot 2009
data/raw/instagram_data/img/insta18609.jpg,the flashes 🙈
data/raw/instagram_data/img/insta10642.jpg,Waiting on bae shopping....
data/raw/instagram_data/img/insta15927.jpg,Gotham
data/raw/instagram_data/img/insta38.jpg,Family photos
data/raw/instagram_data/img/insta19078.jpg,I just had so much candy and pizza!
data/raw/instagram_data/img/insta9838.jpg,OG's Day 1 ❤️
data/raw/instagram_data/img/insta12671.jpg,Cutest pic of & my daddy!
data/raw/instagram_data/img/insta18569.jpg,this is exactly how I feel right now 😄
data/raw/instagram_data/img/insta6454.jpg,My friends though..> 💜
data/raw/instagram_data/img/insta8189.jpg,So busy these days I wish I had a clone! Follow and click on their link in bio to clone yourself.
data/raw/instagram_data/img/insta20042.jpg,built this...not getting on it!
data/raw/instagram_data/img/insta8979.jpg,💗
data/raw/instagram_data/img/insta12021.jpg,photo shoot in Herve
data/raw/instagram_data/img/insta5529.jpg,made some new fwends 💜
data/raw/instagram_data/img/insta52.jpg,"Such an honor to share this project with some of my family and friends last night and to introduce them to the amazing, courageous people who shared their stories in the documentary. Grateful to play a part in getting this out into the world. ❤️"
data/raw/instagram_data/img/insta3144.jpg,🍭
data/raw/instagram_data/img/insta1256.jpg,Lily and Jules lovin
data/raw/instagram_data/img/insta6587.jpg,Wait I love her ❤
data/raw/instagram_data/img/insta11274.jpg,💛 this guy!!!!!!
data/raw/instagram_data/img/insta3880.jpg,a brunette and a blonde
data/raw/instagram_data/img/insta3119.jpg,👀👀
data/raw/instagram_data/img/insta13486.jpg,You wear so well
data/raw/instagram_data/img/insta11557.jpg,Tonight on
data/raw/instagram_data/img/insta18115.jpg,Moi by Me
data/raw/instagram_data/img/insta18908.jpg,last night supporting my big bro's charity! follow him... correction **
data/raw/instagram_data/img/insta9089.jpg,🌊
data/raw/instagram_data/img/insta6820.jpg,Just found these photos I took in 2007. They are so innocent and simple. I love them.
data/raw/instagram_data/img/insta17794.jpg,love being back with my sisters in the new Fall 2018 underwear & jeans campaign. Join Our Family. see more at calvinklein.com/mycalvins
data/raw/instagram_data/img/insta15185.jpg,Runaway love
data/raw/instagram_data/img/insta1395.jpg,Dance
data/raw/instagram_data/img/insta12564.jpg,Make a wish
data/raw/instagram_data/img/insta14870.jpg,Me and this beautiful soul tomorrow on the today show 🙀🙀🙀🙀🙀
data/raw/instagram_data/img/insta6099.jpg,"Kendall and me are loving the new Who's playing and wants to play? You can win a PVZ2 kit! All you have to do is Like, Comment, or Share to win. They'll pick a winner in a few days!"
data/raw/instagram_data/img/insta16650.jpg,1 sec
data/raw/instagram_data/img/insta7229.jpg,Very blurry. But such an amazing night! Love this pic
data/raw/instagram_data/img/insta7258.jpg,Mothers day in Santa Monica!
data/raw/instagram_data/img/insta10204.jpg,On set yesterday...
data/raw/instagram_data/img/insta5846.jpg,It's fridayyyy la la
data/raw/instagram_data/img/insta14861.jpg,Me and my dad
data/raw/instagram_data/img/insta5917.jpg,a lil blonde and a brunette at an concert
data/raw/instagram_data/img/insta2660.jpg,💋
data/raw/instagram_data/img/insta5779.jpg,pushes the whip
data/raw/instagram_data/img/insta14571.jpg,Tree huggers
data/raw/instagram_data/img/insta18778.jpg,the holy paper towels
data/raw/instagram_data/img/insta1450.jpg,"my son. you’re 22 now; life will be drastically different... you will be able to taste sound, and see smells. you will posses the wisdom of a Buddhist monk and the strength of 1000 hangry Spartans. your libido will increase, ten fold. angels will emerge from depths unbeknownst to man JUST to deliver you grilled cheeses 🥪 enjoy it my brother, for you can mark this monumental milestone but once in a lifetime 🍭 sincerest thanks to for providing the canvas for us to paint this masterpiece. love you man ❤️"
data/raw/instagram_data/img/insta14856.jpg,On sale for starts at 10am local tomorrow. Added some more dates for first leg www.justinbiebermusic.com/tour
data/raw/instagram_data/img/insta2571.jpg,she’s in heaven here 🌺🌴
data/raw/instagram_data/img/insta16652.jpg,Swag
data/raw/instagram_data/img/insta285.jpg,Nobody loves me like you do 🙏🏽
data/raw/instagram_data/img/insta3261.jpg,I'll be dreaming of makeup tonight ... ✨☁️
data/raw/instagram_data/img/insta19341.jpg,got chills when I saw this pic of me by in !!! 30 pages of mee! wooowwww...the mag is out in Australia now! (in USA soon!) 😃😃😃
data/raw/instagram_data/img/insta18048.jpg,this was cool
data/raw/instagram_data/img/insta7518.jpg,.. I miss u
data/raw/instagram_data/img/insta126.jpg,Always need a subtle change. Germany family time 😊 grateful for the welcome!
data/raw/instagram_data/img/insta16673.jpg,Hahahahhaha yeah I'll ship you a pair lol
data/raw/instagram_data/img/insta12606.jpg,Daddy & KoKo
data/raw/instagram_data/img/insta8890.jpg,After Party
data/raw/instagram_data/img/insta17164.jpg,5/5 those were my 5 alfredo is posting his now
data/raw/instagram_data/img/insta9334.jpg,Happy Birthday baby sis! You are always so determined & so set on what you want in life & starting at such a young age you always went for it. That's so inspiring to watch. I love you Ky
data/raw/instagram_data/img/insta20398.jpg,❤
data/raw/instagram_data/img/insta1699.jpg,on my way to steal your grill yes I meant grill im going to make you burgers
data/raw/instagram_data/img/insta17295.jpg,"Had the best time playing Lover on SNL exactly the way I wrote it, on piano in a quiet moment. And a huge thank you to Lenny Pickett for playing with us on False God🎷!! Phoebe was excellent as host and one of my favorite photographers, is always so awesome to work with. Make sure to watch Camila next week!!"
data/raw/instagram_data/img/insta17144.jpg,Big Jesus baby Jesus
data/raw/instagram_data/img/insta3025.jpg,Bestie 😇😇
data/raw/instagram_data/img/insta18463.jpg,tea time
data/raw/instagram_data/img/insta15967.jpg,congrats on your number 1 song. ??
data/raw/instagram_data/img/insta14959.jpg,Jackie moooooooooon
data/raw/instagram_data/img/insta8271.jpg,✌🏼
data/raw/instagram_data/img/insta18102.jpg,swimming back to America like
data/raw/instagram_data/img/insta5059.jpg,Out
data/raw/instagram_data/img/insta16895.jpg,Me and
data/raw/instagram_data/img/insta20054.jpg,just cooking
data/raw/instagram_data/img/insta10201.jpg,Selfish
data/raw/instagram_data/img/insta1852.jpg,"Another day in the ""office"" 👱"
data/raw/instagram_data/img/insta10359.jpg,WEST VS EAST
data/raw/instagram_data/img/insta19890.jpg,had fun with and Khloe
data/raw/instagram_data/img/insta3586.jpg,my new kyliners launch this Friday at 1pm pst.
data/raw/instagram_data/img/insta12871.jpg,Baby doll look today 👶
data/raw/instagram_data/img/insta10477.jpg,You too Remember this coral Herve dress for the Miami Dash opening in 2009
data/raw/instagram_data/img/insta15861.jpg,Had to reverse yam it in the BET celeb basketball game lmao
data/raw/instagram_data/img/insta300.jpg,focus
data/raw/instagram_data/img/insta20192.jpg,hair by 🙆💇💆
data/raw/instagram_data/img/insta8847.jpg,My day 1
data/raw/instagram_data/img/insta9699.jpg,Vogue 100
data/raw/instagram_data/img/insta9765.jpg,Love you guys!
data/raw/instagram_data/img/insta12083.jpg,Well hello there!
data/raw/instagram_data/img/insta1378.jpg,From the Stars Dance tour and lil G... THANK YOU
data/raw/instagram_data/img/insta9718.jpg,Cannes we're here! 👻 KimKardashian
data/raw/instagram_data/img/insta9318.jpg,"Powder Contour & Highlight Kits dropping next week! If I could only have one thing in my makeup bag, it would be my powder kit! There are two matte contour shades and two shimmer highlight shades in each palette and a new dual-ended brush with an angled side for contour and a round side for highlight. Plus each palette comes with a built in mirror. I'll use the lighter shade as a bronzer to warm up my face and the darker shade to contour and define. And the highlighters give the prettiest glow! I usually use the medium kit when I'm tan, and the light when I'm pale. Launching 08.22 on KKWBEAUTY.COM"
data/raw/instagram_data/img/insta19558.jpg,☺
data/raw/instagram_data/img/insta16114.jpg,Me and my little princess
data/raw/instagram_data/img/insta4832.jpg,Sneak peek. Hi Bella babe.
data/raw/instagram_data/img/insta6883.jpg,"Feel the warmth, we’ll never die. We’re like diamonds in the sky 💎• Rihanna"
data/raw/instagram_data/img/insta3524.jpg,Night 😇😇
data/raw/instagram_data/img/insta17026.jpg,Angelic O.J
data/raw/instagram_data/img/insta679.jpg,"missing la and this punk, just a little tonight ☺️ shooting starts soon!! Eeeeekkkk --Fundamentals of Caregiving!!"
data/raw/instagram_data/img/insta8666.jpg,💕
data/raw/instagram_data/img/insta17209.jpg,Backflips my friend
data/raw/instagram_data/img/insta11227.jpg,ughhh I am 20 lbs lighter here! This was just 5 years ago! Ok I'm going back on my grind. I gotta get back here!
data/raw/instagram_data/img/insta19926.jpg,yummy yummy 🍧
data/raw/instagram_data/img/insta3712.jpg,time of my life ⭐️
data/raw/instagram_data/img/insta3245.jpg,🙍🏻
data/raw/instagram_data/img/insta10897.jpg,Addicted to my tanner!
data/raw/instagram_data/img/insta657.jpg,😛 I WANT YOU TO KNOW
data/raw/instagram_data/img/insta7246.jpg,Mmmm🐮
data/raw/instagram_data/img/insta392.jpg,"your embrace is everything to me -hi, just love you guys"
data/raw/instagram_data/img/insta5894.jpg,hehe
data/raw/instagram_data/img/insta7578.jpg,Hello my name is Sugar Pie. 😍
data/raw/instagram_data/img/insta2920.jpg,new shades 🔥
data/raw/instagram_data/img/insta9094.jpg,😍
data/raw/instagram_data/img/insta10995.jpg,OG CREW
data/raw/instagram_data/img/insta267.jpg,My boy 😍
data/raw/instagram_data/img/insta18743.jpg,...I'm being watched
data/raw/instagram_data/img/insta9506.jpg,New tutorial up on my app with
data/raw/instagram_data/img/insta2508.jpg,Interview Germany Cover ♥️
data/raw/instagram_data/img/insta1579.jpg,Ours is better 😜 (tag ur bestie)
data/raw/instagram_data/img/insta9652.jpg,All the BTS pics from the Milf $ video are on my app today!
data/raw/instagram_data/img/insta2445.jpg,family over everything 💗 don’t know what I’d do without these strong beautiful women in my life.
data/raw/instagram_data/img/insta12096.jpg,So sex & the city!
data/raw/instagram_data/img/insta12418.jpg,Just finished an amazing workout!!!
data/raw/instagram_data/img/insta5511.jpg,to da best party thrower
data/raw/instagram_data/img/insta7054.jpg,PINNNKKKK 😍
data/raw/instagram_data/img/insta9053.jpg,So jet lagged been up since 3:30am just wanna lay in bed all day.
data/raw/instagram_data/img/insta20079.jpg,try to catch us riddin dirtayy 😝
data/raw/instagram_data/img/insta10604.jpg,Lanvin show glam- Make Up Hair
data/raw/instagram_data/img/insta14086.jpg,New single out now.
data/raw/instagram_data/img/insta15529.jpg,"Add me on the shots app, download is in my bio"
data/raw/instagram_data/img/insta4265.jpg,family 🔒
data/raw/instagram_data/img/insta11517.jpg,a little Bahamas glam with 💄
data/raw/instagram_data/img/insta3722.jpg,Makeup Bags available right now on KylieCosmetics.com
data/raw/instagram_data/img/insta4767.jpg,Just for the night 💆🏼
data/raw/instagram_data/img/insta17679.jpg,by
data/raw/instagram_data/img/insta4315.jpg,Starbucks tho
data/raw/instagram_data/img/insta12684.jpg,Lord Disick in the house!!! LOL
data/raw/instagram_data/img/insta1909.jpg,The most photogenic goat I have ever seen. I will make this goat famous one day. Photo credit to
data/raw/instagram_data/img/insta4726.jpg,"Beautiful Johnny ""So I'm gonna share my burn story :D so the reason I look like this, is a pretty long story, hopefully Instagram will give me enough room to type it xD okay well here. November 20th 2003 I was playing in the backyard with my sister Joanna. We had this hay loft fort we made in the shed. And we had no flash lights, so we got a candle & match, brought it into the shed so we could have some light. So my sister leaves to use the bathroom or whatever, and I climb to the top of the fort. I call Max our dog, and he comes running in the shed, jumps on the loft the candle was on. And it falls over. By the time Max got to my lap, I was already surrounded by fire. My sister comes out and screams at me to jump. But I'm too scared because it's too high, and there was fire below me. So Joanna (age 7) comes running to get our older sister Leah in the house, who was baby sitting us, but was doing homework with my brother Luke at the time. So Joanna screams at Leah (older sister) JOHNS TRAPPED IN THE FIREY SHED AND CANT GET OUT! So Leah runs outside. She was holding her baby, so she put her baby on the ground and asks Joanna where I am. So Leah holds her breath and shuts her eyes, and runs in the fire, she can't find me so she runs back out. Takes another's deep breath etc, she finds me, but she doesn't know why I'm so heavy. It's because max was on me. So she pulled me off the fort outside. I'm not breathing, and Leah screams please God let him breathe! I gasp for breath, I'm brought to le bonhuar (sorry can't spell that hospital xD) they say I only have 8 hours to live. But then Shriners hospital came, took me in a helicopter to Galveston TX.then put me in a coma for 6 months or something like that lol okay well my past, I look at this accident as blessing, because if it never happened, I wouldn't be the strong confidant person I am today. Oh yeah there was way more emotional healing than physical. But I pulled through :D ^^ so ya burnsurvivor awareness must be spread :3"
data/raw/instagram_data/img/insta8518.jpg,Fittings ✨
data/raw/instagram_data/img/insta13451.jpg,My baby is 🔥
data/raw/instagram_data/img/insta13573.jpg,CONGRATs on winning the tournament today
data/raw/instagram_data/img/insta2811.jpg,bday mood all month long 💙 ... can’t wait for this special collection for to launch on AUGUST 6TH. Thank you for these bomb pics for all my packaging!
data/raw/instagram_data/img/insta14547.jpg,Daaaaaaaaaa Bulls
data/raw/instagram_data/img/insta17383.jpg,The Delicate video winning Video of the Year at awards has me feeling delicate 💗 📸:
data/raw/instagram_data/img/insta13394.jpg,Studio mode
data/raw/instagram_data/img/insta16063.jpg,Everyone has someone they look up to. ♛
data/raw/instagram_data/img/insta4787.jpg,vibes today for my early dinner with Caitlyn ❤️
data/raw/instagram_data/img/insta16327.jpg,You're all that matters to me
data/raw/instagram_data/img/insta11934.jpg,Could he be any cuter?
data/raw/instagram_data/img/insta3089.jpg,GQ
data/raw/instagram_data/img/insta5164.jpg,the fit
data/raw/instagram_data/img/insta10032.jpg,Happy 50th Birthday So excited to be on the November cover with my family!!!! 📷
data/raw/instagram_data/img/insta1252.jpg,☺
data/raw/instagram_data/img/insta63.jpg,"Me, Italy -trying desperately to look like a Fellini film"
data/raw/instagram_data/img/insta13206.jpg,Follow
data/raw/instagram_data/img/insta20346.jpg,Ky!
data/raw/instagram_data/img/insta11349.jpg,No better place to be...Thank you Joe Francis!!!!
data/raw/instagram_data/img/insta4963.jpg,king kylie
data/raw/instagram_data/img/insta17637.jpg,look mom i’m a mermaid new video by 🧜🏼‍♀️
data/raw/instagram_data/img/insta12226.jpg,Haider Ackerman dress
data/raw/instagram_data/img/insta2732.jpg,rise & shine
data/raw/instagram_data/img/insta8575.jpg,KimYe 2016 📷
